Version,Release Date,Archived?,SoftwareVersionExternalIdentifier,Minimum iOS,Notes,Link
2.385.303034,05/20/2019,Yes,831338122,iOS 8.0,,https://www.mediafire.com/file/otlkzjnhfo5zjrh/2.385.ipa/file
2.387.306142,06/03/2019,Yes,831503818,iOS 8.0,,https://www.mediafire.com/file/5vtcdyc01te0x1e/2.387.ipa/file
2.388.307917,06/11/2019,Yes,831570352,iOS 8.0,,https://www.mediafire.com/file/0f184baqkm4i9hj/2.388.ipa/file
2.389.313036,06/19/2019,Yes,831725412,iOS 8.0,,https://www.mediafire.com/file/jlvvsfpw1ovwtrx/2.389.ipa/file
2.390.312659,06/24/2019,Yes,831763487,iOS 8.0,"found by ""aep"" on discord",https://www.mediafire.com/file/nbia9qzznd7amdq/Roblox_v.2.390.312659_automatic_for_appdb_starfiles.co.ipa/file
2.392.317745,07/18/2019,Yes,831795194,iOS 8.0,credits to https://archive.org/details/@msyf700_server,https://archive.org/download/roblox-2.410.360448/Roblox%202.392.317745.ipa
2.393.319623,Unknown,Yes,832086437,iOS 8.0,,https://www.mediafire.com/file/lup77b9qnesnhy2/ROBLOX_2.393.319623.ipa/file
2.395.324413,08/05/2019,Yes,832247503,iOS 8.0,,https://www.mediafire.com/file/yf4wyc50n18qval/ROBLOX_2.395.324413.ipa/file
2.396.327208,08/12/2019,Yes,832299400,iOS 8.0,,https://www.mediafire.com/file/nmu43gvnbq4hmb6/ROBLOX_2.396.327208.ipa/file
2.397.329586,08/19/2019,Yes,832414340,iOS 8.0,,https://www.mediafire.com/file/jasvfz0uy2yaid6/ROBLOX_2.397.329586.ipa/file
2.398.332127,08/26/2019,Yes,832472766,iOS 8.0,,https://www.mediafire.com/file/v6tmrxzwsar3dju/ROBLOX_2.398.332127.ipa/file
2.399.334382,09/04/2019,Yes,832634576,iOS 8.0,,https://www.mediafire.com/file/p60n56r0nmah4nh/ROBLOX_2.399.334382.ipa/file
2.400.336387,09/09/2019,Yes,832652039,iOS 8.0,,https://www.mediafire.com/file/x0r2o4jip98yxgj/ROBLOX_2.400.336387.ipa/file
2.401.338533,09/25/2019,Yes,832813699,iOS 8.0,,https://www.mediafire.com/file/tia8kkx0shidntb/ROBLOX_2.401.338533.ipa/file
2.403.344044,10/01/2019,Yes,832930010,iOS 8.0,,https://www.mediafire.com/file/w8dx0djne3ne1kp/ROBLOX_2.403.344044.ipa/file
2.404.346082,10/08/2019,Yes,833027251,iOS 8.0,,https://www.mediafire.com/file/hn9naixruzv7coo/ROBLOX_2.404.346082.ipa/file
2.406.351423,10/22/2019,Yes,833100410,iOS 8.0,,https://www.mediafire.com/file/qyyhkhs8rnr1sft/ROBLOX_2.406.351423.ipa/file
2.407.353595,10/31/2019,Yes,833292740,iOS 8.0,,https://www.mediafire.com/file/7hozxlwzsacejiw/ROBLOX_2.407.353595.ipa/file
2.408.355772,11/04/2019,Yes,833421809,iOS 8.0,,https://www.mediafire.com/file/8vf4lmg3qmqxg9d/ROBLOX_2.408.355772.ipa/file
2.409.358770,11/11/2019,Yes,833484478,iOS 8.0,,https://www.mediafire.com/file/byowso0i5ww6e7r/ROBLOX_2.409.358770.ipa/file
2.410.360448,11/18/2019,Yes,833613237,iOS 8.0,,https://www.mediafire.com/file/wd879zfzw0fxp7j/ROBLOX_2.410.360448.ipa/file
2.411.364317,12/05/2019,Yes,833841410,iOS 8.0,,https://www.mediafire.com/file/1rafavdprspls5r/ROBLOX_2.411.364317.ipa/file
2.412.365788,12/09/2019,Yes,833907647,iOS 8.0,,https://www.mediafire.com/file/vd0kd6jdldt9pln/ROBLOX_2.412.365788.ipa/file
2.413.370504,12/18/2019,Yes,834033762,iOS 8.0,,https://www.mediafire.com/file/r4tvt0rnp2de45r/ROBLOX_2.413.370504.ipa/file
2.414.371885,01/09/2020,Yes,834087405,iOS 8.0,,https://www.mediafire.com/file/4jdys7dgswntplp/ROBLOX_2.414.371885.ipa/file
2.415.373700,01/15/2020,Yes,834351583,iOS 8.0,,https://www.mediafire.com/file/e5h8740rql6g5wc/ROBLOX_2.415.373700.ipa/file
2.416.375447,01/23/2020,Yes,834448248,iOS 8.0,,https://www.mediafire.com/file/s2b2l88fxsvmmpm/ROBLOX_2.416.375447.ipa/file
2.417.376966,01/30/2020,Yes,834519065,iOS 8.0,,https://www.mediafire.com/file/bhip60f4l38dk0a/ROBLOX_2.417.376966.ipa/file
2.418.380321,02/06/2020,Yes,834595399,iOS 8.0,,https://www.mediafire.com/file/biv2uk7algo2bhy/ROBLOX_2.418.380321.ipa/file
2.419.381237,02/13/2020,Yes,834666114,iOS 8.0,,https://www.mediafire.com/file/xz0be5kz1y4j0qs/ROBLOX_2.419.381237.ipa/file
2.421.385673,02/27/2020,Yes,834769783,iOS 8.0,,https://www.mediafire.com/file/lawwbpj4atlw5l3/ROBLOX_2.421.385673.ipa/file
2.422.387564,03/05/2020,Yes,834939971,iOS 8.0,,https://www.mediafire.com/file/p8pxf9qip40g43h/ROBLOX_2.422.387564.ipa/file
2.423.391560,03/13/2020,Yes,835080179,iOS 8.0,,https://www.mediafire.com/file/f8iul5pi5x6itof/ROBLOX_2.423.391560.ipa/file
2.424.392804,03/19/2020,Yes,835151990,iOS 8.0,,https://www.mediafire.com/file/vm0wezsvbqr4c4l/ROBLOX_2.424.392804.ipa/file
2.425.394331,03/27/2020,Yes,835251518,iOS 8.0,,https://www.mediafire.com/file/l4yf35g5p4gv3nm/ROBLOX_2.425.394331.ipa/file
2.426.397338,04/03/2020,Yes,835352908,iOS 8.0,,https://www.mediafire.com/file/v4wmm1qnxzsq7nu/ROBLOX_2.426.397338.ipa/file
2.426.397632,04/09/2020,Yes,835448833,iOS 8.0,,https://www.mediafire.com/file/6vxz7ssd4jjquvb/ROBLOX_2.426.397632.ipa/file
2.427.399257,04/14/2020,Yes,835480188,iOS 8.0,,https://www.mediafire.com/file/no4cfd1ageb0rvy/ROBLOX_2.427.399257.ipa/file
2.428.401006,04/16/2020,Yes,835546071,iOS 8.0,,https://www.mediafire.com/file/q4m773br9luy0q0/ROBLOX_2.428.401006.ipa/file
2.430.404271,04/30/2020,Yes,835640785,iOS 8.0,,https://www.mediafire.com/file/78g9ux7q89mjgpj/ROBLOX_2.430.404271.ipa/file
2.431.404520,05/07/2020,Yes,835826018,iOS 8.0,,https://www.mediafire.com/file/nyc76fb2v0dxgyq/ROBLOX_2.431.404520.ipa/file
2.434.405774,06/01/2020,Yes,836150370,iOS 8.0,,https://www.mediafire.com/file/8jtfzkax02vpggr/ROBLOX_2.434.405774.ipa/file
2.435.406105,06/04/2020,Yes,836247510,iOS 8.0,,https://www.mediafire.com/file/khtdu6mhqrbk0u3/ROBLOX_2.435.406105.ipa/file
2.436.406463,06/12/2020,Yes,836345989,iOS 8.0,,https://www.mediafire.com/file/xrjlbbf14crbada/ROBLOX_2.436.406463.ipa/file
2.437.406997,06/18/2020,Yes,836444640,iOS 8.0,,https://www.mediafire.com/file/hmeagsevftrz8bv/ROBLOX_2.437.406997.ipa/file
2.438.407206,06/29/2020,Yes,836566645,iOS 8.0,,https://www.mediafire.com/file/0ipkgvdu1r7q9ih/ROBLOX_2.438.407206.ipa/file
2.439.407706,07/13/2020,Yes,836750159,iOS 8.0,,https://www.mediafire.com/file/jhrj8r95ulik0o9/ROBLOX_2.439.407706.ipa/file
2.440.408152,07/20/2020,Yes,836846905,iOS 8.0,,https://www.mediafire.com/file/zicj54wdnay55cq/ROBLOX_2.440.408152.ipa/file
2.441.408614,07/27/2020,Yes,836950273,iOS 8.0,,https://www.mediafire.com/file/9pu1he7lkygpln8/ROBLOX_2.441.408614.ipa/file
2.442.409372,08/03/2020,Yes,837045191,iOS 8.0,,https://www.mediafire.com/file/wkl3itc6mgkqqau/ROBLOX_2.442.409372.ipa/file
2.443.409841,08/13/2020,Yes,837338581,iOS 8.0,,https://www.mediafire.com/file/lod8c9wewgch7x7/ROBLOX_2.443.409841.ipa/file
2.444.409999,08/20/2020,Yes,837399373,iOS 8.0,,https://www.mediafire.com/file/46e11cusydk47ab/ROBLOX_2.444.409999.ipa/file
2.445.410316,08/31/2020,Yes,837510158,iOS 8.0,,https://www.mediafire.com/file/vsljxxp3id5q3b3/ROBLOX_2.445.410643.ipa/file
2.447.410975,09/14/2020,Yes,837736713,iOS 8.0,,https://www.mediafire.com/file/y2zxywhzb0o1o9s/ROBLOX_2.447.410975.ipa/file
2.448.411159,09/17/2020,Yes,837801744,iOS 8.0,,https://www.mediafire.com/file/pb6rtpyh15zuxh1/ROBLOX_2.448.411159.ipa/file
2.449.411731,09/24/2020,Yes,837927630,iOS 8.0,,https://www.mediafire.com/file/n62ishbnmf2j6er/ROBLOX_2.449.411731.ipa/file
2.450.411874,10/05/2020,Yes,838049621,iOS 8.0,,https://www.mediafire.com/file/4degugmvy7oiphx/ROBLOX_2.450.411874.ipa/file
2.451.412443,10/08/2020,Yes,838114138,iOS 8.0,,https://www.mediafire.com/file/zy59fkrh2gjgp5q/ROBLOX_2.451.412443.ipa/file
2.454.413308,10/29/2020,Yes,838405221,iOS 8.0,,https://www.mediafire.com/file/anoy90d9gaukhfc/ROBLOX_2.454.413308.ipa/file
2.455.413788,11/05/2020,Yes,838527266,iOS 8.0,,https://www.mediafire.com/file/yv9nvzpb23spsis/ROBLOX_2.455.413788.ipa/file
2.457.414557,11/19/2020,Yes,839232846,iOS 8.0,,https://www.mediafire.com/file/q95drbb79g9lf95/ROBLOX_2.457.414557.ipa/file
2.458.415263,12/09/2020,Yes,839454547,iOS 8.0,,https://www.mediafire.com/file/5ftdorugygpvio3/ROBLOX_2.458.415263.ipa/file
2.459.415955,12/15/2020,Yes,839617600,iOS 8.0,,https://www.mediafire.com/file/26kod5qwn835c5r/ROBLOX_2.459.415955.ipa/file
2.460.416177,01/07/2021,Yes,839915256,iOS 8.0,,https://www.mediafire.com/file/k61x7eqrk9g3wqx/ROBLOX_2.460.416177.ipa/file
2.461.416397,01/14/2021,Yes,840012077,iOS 8.0,,https://www.mediafire.com/file/khg3ji3xerio4zd/ROBLOX_2.461.416397.ipa/file
2.462.416719,01/21/2021,Yes,840112593,iOS 8.0,,https://www.mediafire.com/file/zh5w1bbvqf6y561/ROBLOX_2.462.416719.ipa/file
2.463.417004,01/28/2021,Yes,840212824,iOS 8.0,credits to pkkf for getting it archived by the iklassika team,https://www.mediafire.com/file/ptrt2dtk7mebiz5/ROBLOX_2.463.417004_iklassika.ipa/file
2.464.417592,02/05/2021,Yes,840361653,iOS 8.0,,https://www.mediafire.com/file/bmqu3iq7azj2dnz/ROBLOX_2.464.417592.ipa/file
2.465.417621,02/11/2021,Yes,840413203,iOS 8.0,,https://www.mediafire.com/file/9xqoaza4afpr5ol/ROBLOX_2.465.417621.ipa/file
2.466.418149,02/22/2021,Yes,840543515,iOS 8.0,,https://www.mediafire.com/file/dcm2hbhasq9cgn5/Roblox+[Roblox+Corporation]+(v2.466.418149+Univ+FW+LP+os80).rc336_936.ipa/file
2.467.418331,02/25/2021,Yes,840610048,iOS 8.0,,https://www.mediafire.com/file/chsopkoyhiwnsxx/ROBLOX_2.467.418331.ipa/file
2.470.419246,03/18/2021,Yes,840907029,iOS 8.0,,https://www.mediafire.com/file/g78bxlr2o6dftdy/ROBLOX_2.470.419246.ipa/file
2.471.419833,03/26/2021,Yes,841039979,iOS 8.0,"found by ""aep"" on discord",https://www.mediafire.com/file/ktcrgyrsvqbht1k/Roblox_v.2.471.419833_%255Bstarfiles.co%255D.ipa/file
2.472.420209,04/07/2021,Yes,841146551,iOS 8.0,"found by ""aep"" on discord",https://www.mediafire.com/file/s7ub8dxuqusowta/Roblox_v.2.472.420209_%255Bstarfiles.co%255D.ipa/file
2.474.420553,04/15/2021,Yes,841334314,iOS 8.0,,https://www.mediafire.com/file/m5xnuozs5rm5ibz/ROBLOX_2.474.420553.ipa/file
2.474.420873,04/19/2021,Yes,841502732,iOS 8.0,,https://www.mediafire.com/file/fixjvs0ybiehjqe/ROBLOX_2.474.420873.ipa/file
2.475.420862,04/23/2021,Yes,841716707,iOS 8.0,,https://www.mediafire.com/file/fsbftaw0p58xpjw/Roblox_%5BRoblox_Corporation%5D_%28v2.475.420862_Univ_FW_DY_LP_os80%29.rc336_936.ipa/file
2.478.422096,05/13/2021,Yes,842070443,iOS 9.0,,https://www.mediafire.com/file/9fjmjs00z8ducp0/ROBLOX_2.478.422096.ipa/file
2.478.422478,05/18/2021,Yes,842219573,iOS 9.0,,https://www.mediafire.com/file/jlno9rqdfgsxbzz/ROBLOX_2.478.422478.ipa/file
2.479.422568,05/20/2021,Yes,842276461,iOS 9.0,,https://www.mediafire.com/file/t9c7x8gb2wef6rx/ROBLOX_2.479.422568.ipa/file
2.480.423050,05/27/2021,Yes,842354914,iOS 9.0,,https://www.mediafire.com/file/b5ibqhrsgjgrpuo/ROBLOX_2.480.423050.ipa/file
2.481.423686,06/03/2021,Yes,842472013,iOS 9.0,,https://www.mediafire.com/file/g5aqw3ld22lahyz/ROBLOX_2.481.423686.ipa/file
2.482.424268,06/10/2021,Yes,842569874,iOS 9.0,,https://www.mediafire.com/file/qc1tcyi5qul5rfg/ROBLOX_2.482.424268.ipa/file
2.483.425021,06/17/2021,Yes,842695845,iOS 9.0,,https://www.mediafire.com/file/eycf8zcumecx0x4/ROBLOX_2.483.425021.ipa/file
2.484.425477,06/25/2021,Yes,842796352,iOS 9.0,,https://www.mediafire.com/file/wca6izvuash5yht/ROBLOX_2.484.425477.ipa/file
2.485.425755,07/08/2021,Yes,842861332,iOS 9.0,,https://www.mediafire.com/file/k0s49tslk57werb/ROBLOX_2.485.425755.ipa/file
2.486.426194,07/15/2021,Yes,843080808,iOS 9.0,,https://www.mediafire.com/file/25zwzqb87rfgzbc/ROBLOX_2.486.426194.ipa/file
2.487.426768,07/22/2021,Yes,843190742,iOS 9.0,,https://www.mediafire.com/file/ye6yx4v56bq777f/ROBLOX_2.487.426768.ipa/file
2.488.427318,08/04/2021,Yes,843283768,iOS 9.0,,https://www.mediafire.com/file/yz9e4muteyv20ow/ROBLOX_2.488.427318.ipa/file
2.490.427960,08/12/2021,Yes,843540394,iOS 9.0,,https://www.mediafire.com/file/llr5vpseb4h9nx0/ROBLOX_2.490.427960.ipa/file
2.491.428447,08/19/2021,Yes,843655984,iOS 9.0,,https://www.mediafire.com/file/civ5f9y9it7hbdl/ROBLOX_2.491.428447.ipa/file
2.492.428906,08/26/2021,Yes,843746270,iOS 9.0,,https://www.mediafire.com/file/ucqxt2542o16t0b/ROBLOX_2.492.428906.ipa/file
2.493.429776,09/07/2021,Yes,843935220,iOS 9.0,,https://www.mediafire.com/file/0iqp7qq2m1oh3xt/ROBLOX_2.493.429776.ipa/file
2.494.341,09/09/2021,Yes,844028279,iOS 9.0,,https://www.mediafire.com/file/y8quvre9yp92sub/ROBLOX_2.494.341.ipa/file
2.495.268,09/20/2021,Yes,844097486,iOS 9.0,,https://www.mediafire.com/file/enar1tpk9t8qrix/ROBLOX_2.495.268.ipa/file
2.497.359,09/30/2021,Yes,844228160,iOS 9.0,,https://www.mediafire.com/file/r98sqnjajp22jhm/ROBLOX_2.497.359.ipa/file
2.498.396,10/08/2021,Yes,844499851,iOS 9.0,,https://www.mediafire.com/file/9th7kt520s3fyhl/ROBLOX_2.498.396.ipa/file
2.499.381,10/14/2021,Yes,844616008,iOS 9.0,,https://www.mediafire.com/file/s7dv73gm9xx8jpn/ROBLOX_2.499.381.ipa/file
2.500.373,10/21/2021,Yes,844797320,iOS 9.0,,https://www.mediafire.com/file/c4vbcqucv1t7tr6/ROBLOX_2.500.373.ipa/file
2.501.362,10/28/2021,No,844926356,iOS 9.0,,
2.502.362,11/04/2021,No,845099123,iOS 9.0,,
2.503.338,11/12/2021,No,845269492,iOS 9.0,,
2.504.408,11/18/2021,Yes,845357730,iOS 9.0,found by mala5951 on discord,https://www.mediafire.com/file/xkt3um9m3x49od3/roblox.ipa/file
2.505.419,12/02/2021,No,845663811,iOS 9.0,,
2.506.608,12/10/2021,No,845800654,iOS 9.0,,
2.509.219,01/13/2022,No,846549579,iOS 9.0,,
2.512.415,02/04/2022,No,846761392,iOS 9.0,,
2.513.418,02/10/2022,No,847056609,iOS 9.0,,
2.513.422,02/11/2022,No,847123155,iOS 9.0,,
2.514.398,02/17/2022,No,847180210,iOS 9.0,,
2.515.376,02/24/2022,No,847336331,iOS 9.0,,
2.516.304,03/03/2022,No,847437639,iOS 9.0,,
2.518.390,03/17/2022,Yes,847601081,iOS 9.0,,https://www.mediafire.com/file/fpihsdmywzm99pz/Roblox+2.518.390.ipa/file
2.519.431,03/24/2022,Yes,847869648,iOS 9.0,,https://www.mediafire.com/file/a5pbp4c63mg8hqv/Roblox_2.519.431.ipa/file
2.520.399,03/31/2022,Yes,847990029,iOS 9.0,,https://www.mediafire.com/file/amwkilafvob3j61/Roblox_2.520.399.ipa/file
2.521.404,04/07/2022,No,848125230,iOS 9.0,,
2.522.281,04/14/2022,No,848318491,iOS 9.0,,
2.523.387,04/21/2022,No,848445407,iOS 9.0,,
2.524.408,04/28/2022,No,848619736,iOS 9.0,,
2.525.378,05/06/2022,No,848765926,iOS 9.0,,
2.526.426,05/12/2022,No,849017795,iOS 9.0,,
2.527.372,05/19/2022,No,849172746,iOS 9.0,,
2.528.404,05/26/2022,No,849432948,iOS 9.0,,
2.529.367,06/02/2022,No,849667361,iOS 9.0,,
2.530.290,06/09/2022,No,849901042,iOS 9.0,,
2.531.422,06/16/2022,No,850145539,iOS 9.0,,
2.532.470,06/23/2022,No,850255149,iOS 9.0,,
2.533.253,06/29/2022,No,850494040,iOS 9.0,,
2.535.277,07/14/2022,No,850733233,iOS 9.0,,
2.536.453,07/24/2022,No,850986006,iOS 9.0,,
2.536.458,07/26/2022,No,851078999,iOS 9.0,,
2.538.363,08/04/2022,No,851270038,iOS 9.0,,
2.539.400,08/11/2022,No,851500060,iOS 9.0,,
2.540.501,08/18/2022,No,851606372,iOS 9.0,,
2.541.422,08/25/2022,No,851764045,iOS 9.0,,
2.542.509,09/01/2022,No,851890764,iOS 9.0,,
2.543.566,09/08/2022,No,852052125,iOS 9.0,,
2.544.300,09/16/2022,No,852184309,iOS 9.0,,
2.545.432,09/22/2022,No,852334155,iOS 9.0,,https://www.mediafire.com/file/a884ruix4bh2gq7/com.roblox.robloxmobile-2.545.432-Decrypted.ipa/file
2.546.522,09/29/2022,No,852470323,iOS 9.0,,
2.547.548,10/06/2022,No,852574408,iOS 9.0,,
2.548.523,10/13/2022,No,852719274,iOS 9.0,,
2.549.632,10/24/2022,No,852844460,iOS 9.0,,
2.550.640,10/27/2022,No,852954830,iOS 9.0,,
2.551.575,11/03/2022,No,853045149,iOS 9.0,,
2.552.587,11/15/2022,No,853219943,iOS 9.0,,
2.553.620,11/18/2022,No,853372907,iOS 9.0,,
2.554.501,12/05/2022,No,853631107,iOS 9.0,,
2.555.874,12/08/2022,No,853731468,iOS 9.0,,
2.558.227,01/12/2023,No,854245328,iOS 9.0,,
2.559.373,01/19/2023,No,854451603,iOS 9.0,,
2.560.362,01/26/2023,No,854557458,iOS 9.0,,
2.561.358,02/02/2023,Yes,854702334,iOS 9.0,found by pkkf on archive.org,https://www.mediafire.com/file/sntr7rzqxtbzkxe/ROBLOX_2.561.358.ipa/file
2.562.360,02/07/2023,Yes,854827265,iOS 9.0,,https://www.mediafire.com/file/qvaaqecvkuj51x6/Roblox_2.562.360_decrypted.ipa/file
2.563.390,02/13/2023,Yes,854965304,iOS 9.0,,https://www.mediafire.com/file/7lyoa5ycy1tpccr/Roblox_2.563.390_decrypted.ipa/file
2.564.444,02/21/2023,Yes,855104701,iOS 9.0,,https://www.mediafire.com/file/inpiz9u498p8j79/Roblox_2.564.444_decrypted.ipa/file
2.565.360,02/27/2023,Yes,855215916,iOS 9.0,,https://www.mediafire.com/file/5awvrl54nsfy9yp/Roblox_2.565.360_decrypted.ipa/file
2.566.545,03/09/2023,Yes,855371869,iOS 11.0,,https://www.mediafire.com/file/og9hib07lptd08t/Roblox_2.566.545_decrypted.ipa/file
2.566.546,3/15/2023,Yes,855516203,iOS 11.0,,https://www.mediafire.com/file/d7mr04xvzjnm472/Roblox_2.566.546_decrypted.ipa/file
2.568.524,03/23/2023,Yes,855697445,iOS 11.0,,https://www.mediafire.com/file/y6v669953m8fu78/Roblox_2.568.524_decrypted+(2).ipa/file
2.570.563,04/04/2023,Yes,855945886,iOS 11.0,,https://www.mediafire.com/file/5e5o9n9sykzgflo/Roblox_2.570.563_decrypted.ipa/file
2.571.526,4/13/2023,Yes,856257349,iOS 11.0,,https://www.mediafire.com/file/fl1q8dinrwb694q/Roblox_2.571.526_decrypted.ipa/file
2.572.482,4/20/2023,Yes,856452161,iOS 11.0,,https://www.mediafire.com/file/vgix3pr7qtcwsl7/Roblox_2.572.482_decrypted.ipa/file
2.573.506,4/27/2023,Yes,856642908,iOS 11.0,,https://www.mediafire.com/file/teo7wvhgxgcrzcv/Roblox_2.573.506_decrypted.ipa/file
2.574.445,5/4/2023,Yes,856800261,iOS 11.0,,https://www.mediafire.com/file/dcbho3fx1jagtjo/Roblox_2.574.445_decrypted.ipa/file
2.575.424,5/11/2023,Yes,856954974,iOS 11.0,,https://www.mediafire.com/file/tk0eo6jrfn0ybjs/Roblox_2.575.424_decrypted.ipa/file
2.575.425,5/18/2023,Yes,857172999,iOS 11.0,,https://www.mediafire.com/file/op4ujyuv05ag4u7/Roblox_2.575.425_decrypted.ipa/file
2.577.506,5/25/2023,Yes,857277761,iOS 11.0,,https://www.mediafire.com/file/mq9oup5wdktlhew/Roblox_2.577.506_decrypted.ipa/file
2.578.564,6/1/2023,Yes,857457925,iOS 11.0,,https://www.mediafire.com/file/ib4uvu4iykko3jl/Roblox_2.578.564_decrypted.ipa/file
2.579.402,6/16/2023,Yes,857870827,iOS 11.0,,https://github.com/Yakov5776/roblox-action-ipadown/releases/download/com.roblox.robloxmobile-431946152-857870827/com.roblox.robloxmobile-2.579.402-431946152-857870827.ipa
2.582.384,7/6/2023,Yes,857971185,iOS 11.0,,https://github.com/Yakov5776/roblox-action-ipadown/releases/download/com.roblox.robloxmobile-431946152-857971185/com.roblox.robloxmobile-2.582.384-431946152-857971185.ipa
2.582.400,7/8/2023,Yes,858310357,iOS 11.0,,https://github.com/Yakov5776/roblox-action-ipadown/releases/download/com.roblox.robloxmobile-431946152-858310357/com.roblox.robloxmobile-2.582.400-431946152-858310357.ipa
2.583.1069,Unknown,Yes,858349759,iOS 11.0,,https://www.mediafire.com/file/gm13dp31h6hjk8h/Roblox_2.583.1069_decrypted.ipa/file
2.583.1069,7/13/2023,Yes,858411506,iOS 11.0,,https://github.com/Yakov5776/roblox-action-ipadown/releases/download/com.roblox.robloxmobile-431946152-858411506/com.roblox.robloxmobile-2.583.1069-431946152-858411506.ipa
2.586.0,7/20/2023,Yes,858605578,iOS 11.0,,https://github.com/Yakov5776/roblox-action-ipadown/releases/download/com.roblox.robloxmobile-431946152-858605578/com.roblox.robloxmobile-2.586.0-431946152-858605578.ipa
2.588.516,8/7/2023,Yes,858663219,iOS 11.0,,https://github.com/Yakov5776/roblox-action-ipadown/releases/download/com.roblox.robloxmobile-431946152-858663219/com.roblox.robloxmobile-2.588.516-431946152-858663219.ipa
2.589.593,8/10/2023,Yes,859010524,iOS 11.0,,https://github.com/Yakov5776/roblox-action-ipadown/releases/download/com.roblox.robloxmobile-431946152-859010524/com.roblox.robloxmobile-2.589.593-431946152-859010524.ipa
2.590.678,8/17/2023,Yes,859162235,iOS 11.0,,https://github.com/Yakov5776/roblox-action-ipadown/releases/download/com.roblox.robloxmobile-431946152-859162235/com.roblox.robloxmobile-2.590.678-431946152-859162235.ipa
2.591.630,8/25/2023,Yes,859317104,iOS 11.0,,https://github.com/Yakov5776/roblox-action-ipadown/releases/download/com.roblox.robloxmobile-431946152-859317104/com.roblox.robloxmobile-2.591.630-431946152-859317104.ipa
2.593.657,9/7/2023,Yes,859484572,iOS 11.0,,https://github.com/Yakov5776/roblox-action-ipadown/releases/download/com.roblox.robloxmobile-431946152-859484572/com.roblox.robloxmobile-2.593.657-431946152-859484572.ipa
